Offset(V)     Pid     Handle     Access Type             Details
0x816a6fb0   1040      0x1f0   0x1f0001 Mutant           
0x816a6f80   1040      0x1f4   0x1f0003 Event            
0x816a6f40   1040      0x1f8   0x1f0001 Mutant           
0x816a6f10   1040      0x1fc   0x1f0003 Event            
0x816a6ed0   1040      0x200   0x1f0001 Mutant           
0x816a6ea0   1040      0x204   0x1f0003 Event            
0x816a6e60   1040      0x208   0x1f0001 Mutant           
0x816a6e30   1040      0x20c   0x1f0003 Event            
0x816a6df0   1040      0x210   0x1f0001 Mutant           
0x816a6dc0   1040      0x214   0x1f0003 Event            
0x816a6d88   1040      0x218   0x1f0003 Semaphore        
0x816a6d50   1040      0x21c   0x1f0003 Semaphore        
0x816a6d18   1040      0x220   0x1f0003 Semaphore        
0x816a6ce0   1040      0x224   0x1f0003 Semaphore        
0x816a6ca8   1040      0x228   0x1f0003 Semaphore        
0x816a6c70   1040      0x22c   0x1f0003 Semaphore        
0x816a6c38   1040      0x230   0x1f0003 Semaphore        
0x816a6c00   1040      0x234   0x1f0003 Semaphore        
0x816a6bc8   1040      0x238   0x1f0003 Semaphore        
0x816a6b90   1040      0x23c   0x1f0003 Semaphore        
0x816a6b58   1040      0x240   0x1f0003 Semaphore        
0x816a68a8   1040      0x244   0x1f03ff Thread           TID 1124 PID 1040
0x816a6800   1040      0x248   0x1f0003 Event            
0x816a67d0   1040      0x24c   0x1f0003 Event            
0x816a67a0   1040      0x250   0x1f0003 Event            
0x816a6770   1040      0x254   0x1f0003 Event            
0x816a6b20   1040      0x258   0x1f0003 Semaphore        
0xe18d0fb8   1040      0x25c  0x20f003f Key              USER
0x818aff48   1040      0x260      0xa84 WmiGuid          
0xe19ff248   1040      0x26c    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\ROOT
0x81369358   1040      0x270   0x1f0001 Mutant           
0x816a58d8   1040      0x274   0x1f0003 Event            
0xe1c025f8   1040      0x278    0xf003f Key              USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\ROOT
0xe1c14728   1040      0x27c    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\AUTHROOT
0xe19fae30   1040      0x280    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\ROOT
0xe1c2ccf0   1040      0x284    0xf003f Key              USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\CA
0xe1c24790   1040      0x288    0xf003f Key              USER\.DEFAULT
0xe1c26798   1040      0x28c    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\CA
0xe1d14ad0   1040      0x290    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\CA
0xe19fab70   1040      0x294    0xf003f Key              USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\DISALLOWED
0xe1c25fb8   1040      0x298    0xf003f Key              USER\.DEFAULT
0xe1c3efb8   1040      0x29c    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\DISALLOWED
0xe1c40fb8   1040      0x2a0    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\DISALLOWED
0x816a51d0   1040      0x2a4   0x1f0003 Event            
0x816a5648   1040      0x2a8   0x1f0003 Event            
0x816a5618   1040      0x2ac   0x1f0003 Event            
0x816a55e8   1040      0x2b0   0x1f0003 Event            
0x816a55b8   1040      0x2b4   0x1f0003 Event            
0x8160d4e0   1040      0x2b8   0x100000 Event            userenv: User Group Policy has been applied
0x816a5588   1040      0x2bc   0x100003 Event            
0xe1c14790   1040      0x2c0    0x20019 Key              USER\.DEFAULT\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES
0x816a5558   1040      0x2c4   0x1f0003 Event            
0x816a5528   1040      0x2c8   0x1f0003 Event            
0x816a54c0   1040      0x2cc   0x1f0003 Event            
0x8138ba20   1040      0x2d0   0x1f0003 Event            
0x8138b9f0   1040      0x2d4   0x1f0003 Event            
0xe1c41fb8   1040      0x2d8    0x20019 Key              MACHINE\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES
0x8138b950   1040      0x2dc   0x1f0003 Event            
0x8138b920   1040      0x2e0   0x1f0003 Event            
0x81877bf0   1040      0x2e4   0x1f0003 Event            
0xe1c3f798   1040      0x2e8    0xf003f Key              USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\TRUST
0xe1c34768   1040      0x2ec    0xf003f Key              USER\.DEFAULT
0xe1c43bf8   1040      0x2f0    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\TRUST
0xe1d04ad0   1040      0x2f4    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\TRUST
0xe1c60bf8   1040      0x2f8    0xf003f Key              USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\MY
0x81497ce8   1040      0x2fc   0x1f0003 Event            
0xe1d05810   1040      0x300   0x1f0001 Port             
0x816b9728   1040      0x304   0x1f0001 Mutant           
0x812e32e8   1040      0x308   0x1f0003 Event            
0x81877b68   1040      0x30c   0x1f0003 Event            
0x81877b98   1040      0x310   0x1f0003 Event            
0x81877b38   1040      0x314   0x1f0003 Event            
0x817ac5f0   1040      0x318   0x1f0003 Event            
0x817ac5c0   1040      0x31c   0x1f0003 Event            
0x817ac590   1040      0x320   0x1f0003 Event            
0x817ac560   1040      0x324   0x1f0003 Event            
0x8161a540   1040      0x328   0x1f0003 Event            
0x8161a480   1040      0x32c   0x1f0003 Event            
0x817f77f8   1040      0x330   0x1f0003 Event            
0x817f77c8   1040      0x334   0x1f0003 Event            
0x817ac698   1040      0x338   0x1f0003 Event            
0x817ac668   1040      0x33c   0x1f0003 Event            
0xe1c42fb8   1040      0x340    0x20019 Key              USER\.DEFAULT\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES
0x817ac638   1040      0x344   0x1f0003 Event            
0x817f7348   1040      0x348   0x1f0003 Event            
0x817f72a8   1040      0x34c   0x1f0003 Event            
0x816a5808   1040      0x350   0x1f0003 Event            
0x816a57d8   1040      0x354   0x1f0003 Event            
0x816a5738   1040      0x358   0x1f0003 Event            
0x816a5708   1040      0x35c   0x1f0003 Event            
0x816a5490   1040      0x360   0x1f0003 Event            
0x816a5460   1040      0x364   0x1f0003 Event            
0x816a5430   1040      0x368   0x1f0003 Event            
0xe1d23b40   1040      0x36c    0x20019 Key              USER\.DEFAULT\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES
0x816a5390   1040      0x370   0x1f0003 Event            
0x816a5360   1040      0x374   0x1f0003 Event            
0x816767a8   1040      0x378   0x1f0003 Event            
0x81676778   1040      0x37c   0x1f0003 Event            
0x81676748   1040      0x380   0x1f0003 Event            
0x816766a8   1040      0x384   0x1f0003 Event            
0x8156c178   1040      0x388   0x100001 File             \Device\HarddiskVolume1\WINDOWS\system32\config\systemprofile\Application Data\Microsoft\SystemCertificates\My
0x817f72d8   1040      0x38c   0x1f0003 Semaphore        
0x818b0e00   1040      0x390   0x1f0003 Event            
0x8164ae98   1040      0x394   0x1f0003 Event            
0x81559ee8   1040      0x398   0x1f0003 Semaphore        
0x81389570   1040      0x39c   0x1f0003 Semaphore        
0x816a5698   1040      0x3a0   0x1f0003 Semaphore        
0x818b0dd0   1040      0x3a4   0x1f0003 Event            
0x816a08a8   1040      0x3a8   0x1f03ff Thread           TID 1284 PID 1040
0x814d25a0   1040      0x3ac   0x1f0003 Event            
0x81559998   1040      0x3b0   0x1f0003 Semaphore        
0x81559a78   1040      0x3b4   0x1f0003 Semaphore        
0x81559f50   1040      0x3b8   0x1f0003 Semaphore        
0x81559fb8   1040      0x3bc   0x1f0003 Semaphore        
0x813895d8   1040      0x3c0   0x1f0003 Semaphore        
0x814d2778   1040      0x3c4   0x1f0003 Event            
0x81559020   1040      0x3c8   0x1f0003 Semaphore        
0x818b1f90   1040      0x3cc   0x100003 File             \Device\FltMgrMsg
0x813896a8   1040      0x3d0   0x1f0003 Semaphore        
0x81389640   1040      0x3d4   0x1f0003 Semaphore        
0x813893b0   1040      0x3d8   0x1f0003 Semaphore        
0x81389348   1040      0x3dc   0x1f0003 Semaphore        
0x817acd68   1040      0x3e0   0x1f0003 IoCompletion     
0x813892e0   1040      0x3e4   0x1f0003 Semaphore        
0x81929780   1040      0x3e8   0x100003 File             \Device\FltMgrMsg
0x8164a9b0   1040      0x3ec   0x1f03ff Thread           TID 1292 PID 1040
0x816a0020   1040      0x3f0   0x1f03ff Thread           TID 1296 PID 1040
0x8169f020   1040      0x3f4   0x1f03ff Thread           TID 1300 PID 1040
0x8169fda8   1040      0x3f8   0x1f03ff Thread           TID 1304 PID 1040
0x816a0390   1040      0x3fc   0x1f0003 Semaphore        
0x816a0358   1040      0x400   0x1f0003 Semaphore        
0x816a0320   1040      0x404   0x1f0003 Semaphore        
0x816a02e8   1040      0x408   0x1f0003 Semaphore        
0x816a02b0   1040      0x40c   0x1f0003 Semaphore        
0x816a32d0   1040      0x410   0x1f0003 Event            
0x81389240   1040      0x414   0x1f0003 Semaphore        
0x81559ab0   1040      0x418   0x1f0003 Event            
0x81371590   1040      0x41c      0xa84 WmiGuid          
0x817f65a0   1040      0x420   0x120116 File             \Device\Tcp
0x818ae7c8   1040      0x424   0x1200a0 File             \Device\Tcp
0x814d38a8   1040      0x428   0x1200a0 File             \Device\Ip
0xe1f3ea18   1040      0x42c    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS\INTERFACES
0x81388ed8   1040      0x430   0x1f0003 Event            
0x81372a60   1040      0x434      0xa84 WmiGuid          
0x8171fbe8   1040      0x438   0x1200a0 File             \Device\Ip
0x813888d0   1040      0x43c   0x100003 File             \Device\Ip
0x813713c8   1040      0x440   0x100003 Semaphore        
0xe1f3e9b0   1040      0x444    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE
0x8153d020   1040      0x448   0x100003 Semaphore        
0xe1f54e98   1040      0x44c    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS
0xe1e3e790   1040      0x450    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS
0x81381e70   1040      0x454   0x1f0003 Semaphore        
0xe17c9d68   1040      0x458   0x1f0001 Port             IMpServiceBCF43643-A118-4432-AEDE-D861FCBCFCDE
0xe1e8ad58   1040      0x45c    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
0x81668198   1040      0x460   0x120001 Mutant           ShimCacheMutex
0x814d76f0   1040      0x464   0x1f03ff Thread           TID 1020 PID 1040
0x8192eb60   1040      0x468   0x1f0003 Event            MpEvent-D394EBFA-3EDA-C4FA-F806-92CCB2FD262D
0x813882f8   1040      0x46c   0x1f0003 Event            
0x818f8578   1040      0x470   0x1f0003 Event            
0x816a07f0   1040      0x474   0x1f0003 Event            
0x812cd090   1040      0x47c   0x1f0001 Mutant           
0xe172f760   1040      0x480    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
0x814de150   1040      0x484   0x1f0003 Semaphore        
0x81675d60   1040      0x488   0x130196 File             \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Microsoft Antimalware\IMpServiceBCF43643-A118-4432-AEDE-D861FCBCFCDE.lock
0x81653420   1040      0x490   0x100001 File             \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Microsoft Antimalware\Definition Updates\Updates
0x817946b0   1040      0x494   0x1f0003 Event            MpEvent-0414ED6A-ABF2-FDB8-48AB-DED45DFB5F35
0xe1733f78   1040      0x498        0x2 Section          ShimSharedMemory
0x81794380   1040      0x49c   0x1f0003 Event            
0x81794660   1040      0x4a0   0x1f0001 Mutant           
0x8186cfa0   1040      0x4a4   0x1f0003 Event            
0x812da8d8   1040      0x4a8   0x1f0003 Event            
0x814c9ee8   1040      0x4ac   0x1f0003 Semaphore        
0x812cd748   1040      0x4b0   0x1f0001 Mutant           
0x8192eb10   1040      0x4b4   0x1f0001 Mutant           
0x814e2ff0   1040      0x4bc   0x1f0003 Event            
0x816b96f8   1040      0x4c0   0x1f0003 Event            MpEvent-C7AE2CD8-427A-148B-839E-B160B0D64FAF
0x816b96a8   1040      0x4c4   0x1f0001 Mutant           
0xe194d578   1040      0x4f8   0x1f0001 Port             
0x8171f3f0   1040      0x4fc   0x1f0003 Event            
0xe1c22908   1040      0x504   0x1f0001 Port             
0xe17528e0   1040      0x508  0x20f003f Key              MACHINE\SOFTWARE\CLASSES
0x812cdcc8   1040      0x50c   0x1f0001 Mutant           
0xe1c4fe60   1040      0x510   0x1f0001 Port             
0x81882c20   1040      0x514   0x1f0003 Semaphore        
0x81313058   1040      0x518   0x1f0003 Event            
0xe17545e8   1040      0x524   0x1f0001 Port             OLEA6A3F4ADAF194C4FA03FD1847E7C
0x815267c8   1040      0x52c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x812a9338   1040      0x53c  0x21f0003 Event            
0x812cd2d0   1040      0x544   0x1f03ff Thread           TID 1612 PID 1040
0x815b5028   1040      0x54c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x812d84e8   1040      0x554   0x1f0003 Event            
0x8192ea90   1040      0x558   0x1f0001 Mutant           
0x812cdd18   1040      0x55c   0x1f0003 Event            MpEvent-E4793CDB-9735-30E5-794F-14FD2D0CFC03
0x812fd6a8   1040      0x568   0x1f03ff Thread           TID 1232 PID 1040
0xe19399f8   1040      0x598    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE\ALTERNATE SORTS
0xe1c75988   1040      0x59c    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE
0xe1cafe28   1040      0x5a0    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LANGUAGE GROUPS
0x8138c020   1040      0x5ac   0x1f03ff Thread           TID 1088 PID 1040
0x812d94e8   1040      0x5b0   0x1f0003 Event            
0xe1000080   1076        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe15b28e8   1076        0x8        0x3 Directory        KnownDlls
0x816b86b8   1076        0xc   0x100020 File             \Device\HarddiskVolume1\WINDOWS\system32
0x816b8888   1076       0x10   0x100003 Semaphore        
0xe15969c8   1076       0x14    0xf000f Directory        Windows
0xe19f8820   1076       0x18  0x21f0001 Port             
0x816b8818   1076       0x1c   0x100003 Semaphore        
0xe164d468   1076       0x20    0x2000f Directory        BaseNamedObjects
0x8149cf60   1076       0x24   0x1f0001 Mutant           SHIMLIB_LOG_MUTEX
0x813564e8   1076       0x28   0x1f0003 Event            
0x818edb48   1076       0x2c    0xf016e WindowStation    Service-0x0-3e7$
0x816b7378   1076       0x30  0x21f0003 Event            
0x818198f0   1076       0x34    0xf00cf Desktop          Default
0x818edb48   1076       0x38    0xf016e WindowStation    Service-0x0-3e7$
0x818af770   1076       0x3c   0x1f0003 Event            
0x816b8928   1076       0x40   0x100003 Semaphore        
